airport_ref,airport_ident,type_of_airport,airport_name,latitude,longitude,elevation_ft,state,municipality,scheduled_service,unique_id,id,length_ft,width_ft,surface,lighted,closed,le_ident,le_displaced_threshold_ft,he_ident,he_displaced_threshold_ft
18574,K2D5,small_airport,Oakes Municipal Airport,46.17378,-98.079506,1335.0,ND,Oakes,no,36338,244020,1925.0,200.0,TURF-F,0,0,17,,35,
18575,K2E3,small_airport,Cluck Ranch Airport,36.1772,-101.694,3423.0,TX,Gruver,no,36339,245665,3605.0,35.0,ASPH-F,0,0,01,,19,
18576,K2E5,small_airport,Dell City Municipal Airport,31.9476,-105.192,3701.0,TX,Dell City,no,36340,241024,4685.0,55.0,ASPH-G,1,0,08,,26,400.0
18577,K2E7,small_airport,McLean Gray County Airport,35.24616,-100.546875,2835.0,TX,McLean,no,36341,243034,3100.0,50.0,GRE,0,1,08,,26,
18577,K2E7,small_airport,McLean Gray County Airport,35.24616,-100.546875,2835.0,TX,McLean,no,36341,243035,3225.0,50.0,ASPH-E,1,0,17,,35,
18578,K2F0,small_airport,Iraan Municipal Airport,30.9057,-101.892,2200.0,TX,Iraan,no,36342,243450,2755.0,50.0,ASPH-G,0,0,07,,25,
18578,K2F0,small_airport,Iraan Municipal Airport,30.9057,-101.892,2200.0,TX,Iraan,no,36342,243451,4085.0,60.0,ASPH-G,1,0,14,500.0,32,490.0
18579,K2F1,small_airport,Shamrock Municipal Airport,35.233913,-100.18544,2369.0,TX,Shamrock,no,36343,244198,3600.0,60.0,ASPH-F,1,0,17,,35,210.0
18580,K2F4,small_airport,T Bar Airport,33.177,-101.82,3126.0,TX,Tahoka,no,36344,243659,2543.0,33.0,GRVL-F,0,0,08,,26,
18580,K2F4,small_airport,T Bar Airport,33.177,-101.82,3126.0,TX,Tahoka,no,36344,243660,3278.0,50.0,ASPH-G,1,0,17,,35,
18581,K2F5,small_airport,Lamesa Municipal Airport,32.7563,-101.92,2999.0,TX,Lamesa,no,36345,243324,4000.0,50.0,ASPH-G,1,0,07,,25,
18581,K2F5,small_airport,Lamesa Municipal Airport,32.7563,-101.92,2999.0,TX,Lamesa,no,36345,243325,5000.0,75.0,ASPH-G,1,0,16,,34,
18582,K2F7,small_airport,Commerce Municipal Airport,33.2929,-95.8964,515.0,TX,Commerce,no,36346,242282,3909.0,60.0,ASPH-F,1,0,18,,36,
18583,K2G1,small_airport,Concord Airpark,41.667,-81.1972,999.0,OH,Painesville,no,36347,240503,2181.0,38.0,ASPH-F,1,0,02,,20,
18584,K2G2,small_airport,Jefferson County Airpark,40.3594,-80.7001,1196.0,OH,Steubenville,no,36348,241788,5000.0,75.0,ASPH-G,1,0,14,,32,
18585,K2G4,small_airport,Garrett County Airport,39.58082,-79.33573,2933.0,MD,Accident,no,36349,241648,5000.0,75.0,ASPH-E,1,0,09,,27,
18586,K2G9,small_airport,Somerset County Airport,40.0391,-79.0146,2275.0,PA,Somerset,no,36350,244095,2695.0,204.0,ASPH-TURF-G,0,0,14,295.0,32,
18586,K2G9,small_airport,Somerset County Airport,40.0391,-79.0146,2275.0,PA,Somerset,no,36350,244094,5002.0,75.0,ASPH-G,1,0,7,,25,
18587,K2GC,small_airport,Grays Creek Airport,34.8937,-78.8435,160.0,NC,Fayetteville,no,36351,244828,3500.0,30.0,ASPH-F,1,0,17,,35,350.0
18588,K2H0,small_airport,Shelby County Airport,39.4104,-88.8454,618.0,IL,Shelbyville,no,36352,245284,2585.0,200.0,TURF-G,0,1,04,484.0,22,
18588,K2H0,small_airport,Shelby County Airport,39.4104,-88.8454,618.0,IL,Shelbyville,no,36352,245285,3264.0,200.0,TURF-G,0,0,14,,32,522.0
18588,K2H0,small_airport,Shelby County Airport,39.4104,-88.8454,618.0,IL,Shelbyville,no,36352,245286,4099.0,75.0,ASPH-G,1,0,18,,36,770.0
18589,K2H2,small_airport,Jerry Sumners Sr Aurora Municipal Airport,36.9623,-93.6953,1434.0,MO,Aurora,no,36353,245458,3002.0,60.0,ASPH-G,1,0,18,,36,
18590,K2H9,small_airport,Rolette Airport,48.6653,-99.8532,1620.0,ND,Rolette,no,36354,240427,3700.0,40.0,ASPH-G,1,0,15,,33,300.0
18591,K2I0,small_airport,Madisonville Regional Airport,37.35587,-87.39821,439.0,KY,Madisonville,no,36355,241141,6050.0,100.0,ASPH-G,1,0,05,,23,
18592,K2I3,small_airport,Rough River State Park Airport,37.610023,-86.50726,577.0,KY,Falls of Rough,no,36356,245977,3200.0,75.0,ASPH-G,0,0,02,,20,
18593,K2IS,small_airport,Airglades Airport,26.735195,-81.05108,20.0,FL,Clewiston,no,36357,245200,5950.0,75.0,ASPH-G,1,0,13,,31,
18594,K2J2,small_airport,Liberty County Airport,31.7846,-81.6412,98.0,GA,Hinesville,no,36358,245403,3698.0,75.0,ASPH-F,1,0,14,,32,
18595,K2J3,small_airport,Louisville Municipal Airport,32.9865,-82.3857,328.0,GA,Louisville,no,36359,241921,5000.0,100.0,ASPH-G,1,0,13,,31,
18596,K2J5,small_airport,Millen Airport,32.8936,-81.9654,237.0,GA,Millen,no,36360,241457,4000.0,75.0,ASPH-F,1,0,17,,35,
18597,K2K3,small_airport,Stanton County Municipal Airport,37.58304,-101.733,3324.0,KS,Johnson City,no,36361,240658,2140.0,60.0,ASPH-F,0,0,08,,26,
18597,K2K3,small_airport,Stanton County Municipal Airport,37.58304,-101.733,3324.0,KS,Johnson City,no,36361,240659,4100.0,60.0,CONC-G,1,0,17,,35,
18598,K2K4,small_airport,Scott Field,34.8926,-99.5282,1643.0,OK,Mangum,no,36362,240068,4200.0,75.0,ASPH-G,1,0,17,,35,140.0
18599,K2K7,small_airport,Neodesha Municipal Airport,37.4354,-95.6461,841.0,KS,Neodesha,no,36363,240052,2998.0,46.0,ASPH-G,1,0,02,,20,
18599,K2K7,small_airport,Neodesha Municipal Airport,37.4354,-95.6461,841.0,KS,Neodesha,no,36363,240053,2050.0,45.0,TURF-G,0,0,15,,33,
18600,K2K9,small_airport,Haskell Airport,35.8329,-95.6674,588.0,OK,Haskell,no,36364,244586,3710.0,30.0,ASPH-F,0,0,17,,35,
18601,K2L0,small_airport,Pineville Municipal Airport,31.34193,-92.4436,100.0,LA,Pineville,no,36365,245573,3000.0,75.0,ASPH-G,1,0,18,,36,
18602,K2M0,small_airport,Princeton-Caldwell County Airport,37.115116,-87.85715,584.0,KY,Princeton,no,36366,245283,4099.0,75.0,ASPH-G,1,0,5,,23,
18603,K2M2,small_airport,Lawrenceburg Lawrence County Airport,35.2343,-87.2579,936.0,TN,Lawrenceburg,no,36367,241892,5003.0,100.0,ASPH-G,1,0,17,,35,
18604,K2M4,small_airport,G V Montgomery Airport,32.354866,-89.48824,517.0,MS,Forest,no,36368,240462,3600.0,75.0,ASPH-P,1,0,16,,34,300.0
18605,K2M8,small_airport,Charles W. Baker Airport,35.279,-89.9315,247.0,TN,Millington,no,36369,242743,3500.0,75.0,ASPH-F,1,0,18,,36,
18605,K2M8,small_airport,Charles W. Baker Airport,35.279,-89.9315,247.0,TN,Millington,no,36369,242742,1600.0,75.0,ASPH-F,0,0,18U,,36U,
18606,K2MO,small_airport,Mount Vernon Municipal Airport,37.0684,-93.8849,1244.0,MO,Mount Vernon,no,36370,244906,3195.0,60.0,ASPH-G,1,0,18,,36,
18607,K2O1,small_airport,Gansner Field,39.9439,-120.945,3415.0,CA,Quincy,no,36371,245095,4105.0,60.0,ASPH-G,1,0,06,,24,
18608,K2O3,small_airport,Angwin Airport-Parrett Field,38.5785,-122.435,1875.0,CA,Angwin,no,36372,241358,3217.0,50.0,ASPH-F,1,0,16,,34,
18609,K2O6,small_airport,Chowchilla Airport,37.1124,-120.247,242.0,CA,Chowchilla,no,36373,241774,3250.0,60.0,ASPH-G,1,0,12,,30,
18610,K2O7,small_airport,Independence Airport,36.815384,-118.20446,3908.0,CA,Independence,no,36374,243055,1498.0,30.0,DIRT-F,0,0,05,,23,
18610,K2O7,small_airport,Independence Airport,36.815384,-118.20446,3908.0,CA,Independence,no,36374,243056,3533.0,60.0,ASPH-G,1,0,14,,32,
18611,K2O8,small_airport,Hinton Municipal Airport,35.5059,-98.3424,1587.0,OK,Hinton,no,36375,240026,4000.0,60.0,ASPH-F,1,0,17,800.0,35,
18613,K2R0,small_airport,Waynesboro Municipal Airport,31.646,-88.6348,164.0,MS,Waynesboro,no,36376,243212,5000.0,75.0,ASPH-G,1,0,02,,20,665.0
18614,K2R1,small_airport,Le Maire Memorial Airport,29.8991,-91.666,14.0,LA,Jeanerette,no,36377,240866,3000.0,75.0,ASPH-G,1,0,04,,22,603.0
18615,K2R2,small_airport,Hendricks County Gordon Graham Field,39.7481,-86.4738,897.0,IN,Indianapolis,no,36378,239752,4400.0,100.0,ASPH-G,1,0,18,,36,
18616,K2R4,small_airport,Peter Prince Field,30.6376,-86.9937,82.0,FL,Milton,no,36379,245174,3701.0,75.0,ASPH-G,1,0,18,,36,
18617,K2R5,small_airport,St Elmo Airport,30.5019,-88.2751,132.0,AL,St Elmo,no,36380,245627,3998.0,80.0,ASPH-G,1,0,06,,24,
18618,K2R6,small_airport,Bunkie Municipal Airport,30.9567,-92.2341,62.0,LA,Bunkie,no,36381,240086,3005.0,75.0,ASPH-G,1,0,18,,36,
18619,K2R7,small_airport,Franklinton Airport,30.8194,-90.1125,175.0,LA,Franklinton,no,36382,242015,3000.0,75.0,ASPH-G,1,0,13,,31,
18620,K2R9,small_airport,Kenedy Regional Airport,28.825,-97.8656,289.0,TX,Kenedy,no,36383,241616,3218.0,60.0,ASPH-F,1,0,16,,34,
18621,K2RR,small_airport,River Ranch Resort Airport,27.7822,-81.2053,55.0,FL,River Ranch,no,36384,242432,4950.0,75.0,ASPH-F,0,0,16,200.0,34,1000.0
18622,K2S4,small_airport,Warden Airport,46.9654,-119.066,1276.0,WA,Warden,no,36385,243720,2811.0,60.0,ASPH-G,1,0,17,560.0,35,
18623,K2S7,small_airport,Chiloquin State Airport,42.57944,-121.87907,4217.0,OR,Chiloquin,no,36386,242185,3749.0,60.0,ASP,1,0,17,420.0,35,
18624,K2S8,small_airport,Wilbur Airport,47.7542,-118.743,2182.0,WA,Wilbur,no,36387,240894,3119.0,35.0,ASPH-G,1,0,02,,20,
18625,K2S9,small_airport,Willapa Harbor Airport,46.6976,-123.823,13.0,WA,South Bend/Raymond/,no,36388,243625,3005.0,52.0,ASPH-G,1,0,11,,29,
18626,K2T1,small_airport,Muleshoe Municipal Airport,34.1851,-102.641,3779.0,TX,Muleshoe,no,36389,243332,5100.0,60.0,ASPH-G,1,0,07,,25,820.0
18629,K2V5,small_airport,Wray Municipal Airport,40.1003,-102.241,3667.0,CO,Wray,no,36390,241879,5040.0,70.0,ASP,0,1,14,,32,
18629,K2V5,small_airport,Wray Municipal Airport,40.1003,-102.241,3667.0,CO,Wray,no,36390,241880,5400.0,75.0,ASPH-G,1,0,17,,35,
18630,K2V6,small_airport,Yuma Municipal Airport,40.1042,-102.713,4136.0,CO,Yuma,no,36391,244442,2900.0,40.0,ASPH-GRVL-F,0,0,12,,30,
18630,K2V6,small_airport,Yuma Municipal Airport,40.1042,-102.713,4136.0,CO,Yuma,no,36391,244443,4200.0,75.0,CONC-G,1,0,16,,34,
18631,K2W5,small_airport,Maryland Airport,38.596573,-77.07264,170.0,MD,Indian Head,no,36392,244708,1860.0,100.0,TURF-F,0,0,02,,20,
18631,K2W5,small_airport,Maryland Airport,38.596573,-77.07264,170.0,MD,Indian Head,no,36392,244709,3000.0,50.0,ASPH-F,1,0,18,,36,
18632,K2W6,small_airport,St. Mary's County Regional Airport,38.3154,-76.5501,142.0,MD,California,no,36393,245434,4150.0,75.0,ASPH-G,1,0,11,,29,
18633,K2Y4,small_airport,Rockwell City Municipal Airport,42.38761,-94.61845,1217.0,IA,Rockwell City,no,36394,244116,3500.0,60.0,CONC-F,1,0,12,1200.0,30,
18634,K30,small_airport,Heber Airpark,43.1834,-73.6332,230.0,NY,Gansevoort,no,36395,252935,2200.0,24.0,ASPH-G,1,0,06,200.0,24,
18635,K30K,small_airport,Ingalls Municipal Airport,37.907,-100.531,2814.0,KS,Ingalls,no,36396,244750,3000.0,75.0,CONC-P,0,0,17,,35,
18636,K31,small_airport,Sharon Airport,42.7784,-74.5776,1508.0,NY,Sharon Springs,no,36397,257641,2570.0,120.0,TURF-G,1,0,13,200.0,31,
18637,K31E,small_airport,Eagles Nest Airport,39.6654,-74.3079,35.0,NJ,West Creek,no,36398,240356,3200.0,60.0,ASPH-G,0,0,14,,32,
18638,K32A,small_airport,Danville Municipal Airport,35.087,-93.4275,387.0,AR,Danville,no,36399,240616,5325.0,75.0,ASPH-G,1,0,11,,29,
18639,K32S,small_airport,Stevensville Airport,46.5251,-114.053,3610.0,MT,Stevensville,no,36400,244289,3800.0,60.0,ASPH-G,1,0,12,,30,
18640,K33J,small_airport,Geneva Municipal Airport,31.05258,-85.86871,101.0,AL,Geneva,no,36401,244197,3984.0,98.0,ASPH-G,1,0,11,,29,
18641,K33K,small_airport,Kinsley Municipal Airport,37.909,-99.4031,2171.0,KS,Kinsley,no,36402,244256,3290.0,56.0,ASPH-P,1,0,18,180.0,36,
18642,K33M,small_airport,Water Valley Municipal Airport,34.1668,-89.6862,270.0,MS,Water Valley,no,36403,242884,3000.0,50.0,ASPH-G,1,0,15,,33,
18643,K33N,small_airport,Delaware Airpark,39.21874,-75.600426,56.0,DE,Dover/Cheswold,no,36404,243991,3582.0,60.0,ASPH-G,1,0,09,1005.0,27,350.0
18644,K33R,small_airport,Groveton Trinity County Airport,31.0849,-95.1641,340.0,TX,Groveton,no,36405,241121,3500.0,60.0,ASPH-G,1,0,16,,34,
18645,K33S,small_airport,Pru Field,47.1232,-118.39,1801.0,WA,Ritzville,no,36406,242639,3635.0,40.0,ASPH-F,1,0,01,387.0,19,816.0
18646,K33U,small_airport,Dutch John Airport,40.9177,-109.391,6561.0,UT,Dutch John,no,36407,243749,4650.0,150.0,TURF-DIRT-P,0,1,03,,21,995.0
18646,K33U,small_airport,Dutch John Airport,40.9177,-109.391,6561.0,UT,Dutch John,no,36407,243750,4450.0,100.0,TURF-DIRT-P,0,1,07,,25,
18646,K33U,small_airport,Dutch John Airport,40.9177,-109.391,6561.0,UT,Dutch John,no,36407,243751,6000.0,60.0,ASPH-P,0,0,11,,29,
18647,K33V,small_airport,Walden Jackson County Airport,40.7504,-106.271,8153.0,CO,Walden,no,36408,240011,5901.0,75.0,ASP,1,0,03,,21,
18648,K34,small_airport,Gardner Municipal Airport,38.8069,-94.9562,1042.0,KS,Gardner,no,36409,256625,2154.0,80.0,TURF-G,0,0,03,,21,
18648,K34,small_airport,Gardner Municipal Airport,38.8069,-94.9562,1042.0,KS,Gardner,no,36409,256626,2960.0,39.0,ASPH-F,1,0,08,,26,254.0
18648,K34,small_airport,Gardner Municipal Airport,38.8069,-94.9562,1042.0,KS,Gardner,no,36409,256627,3373.0,90.0,TURF-G,1,0,17,,35,
18650,K34M,small_airport,Campbell Municipal Airport,36.4859,-90.01577,284.0,MO,Campbell,no,36410,243848,3000.0,50.0,ASPH-G,1,0,18,,36,
18651,K34R,small_airport,Hallettsville Municipal Airport,29.39,-96.9561,278.0,TX,Hallettsville,no,36411,240709,3210.0,60.0,ASPH-G,1,0,17,,35,
18652,K35A,small_airport,"Union County, Troy Shelton Field",34.687046,-81.64105,610.0,SC,Union,no,36412,243396,3508.0,60.0,ASPH-G,1,0,05,,23,
18653,K35D,small_airport,Padgham Field,42.531,-85.8251,706.0,MI,Allegan,no,36413,242672,4300.0,75.0,ASPH-G,1,0,11,,29,
18653,K35D,small_airport,Padgham Field,42.531,-85.8251,706.0,MI,Allegan,no,36413,242673,1598.0,150.0,TURF-F,0,0,15,,33,
18654,K35S,small_airport,Wasco State Airport,45.5894,-120.674,1503.0,OR,Wasco,no,36414,244332,3450.0,60.0,ASP,1,0,07,,25,
18655,K36K,small_airport,Kearny County Airport,37.9695,-101.255,3077.0,KS,Lakin,no,36415,245064,2600.0,90.0,GRS,0,0,02,,20,
18655,K36K,small_airport,Kearny County Airport,37.9695,-101.255,3077.0,KS,Lakin,no,36415,245065,3400.0,40.0,ASPH-G,1,0,14,,32,
18656,K36S,small_airport,Happy Camp Airport,41.7907,-123.389,1209.0,CA,Happy Camp,no,36416,241317,3000.0,50.0,ASP,0,0,04,,22,
18657,K36U,small_airport,Heber Valley Airport,40.4818,-111.429,5637.0,UT,Heber,no,36417,245063,6898.0,75.0,ASP,1,0,04,,22,
18658,K37F,small_airport,Munday Municipal Airport,33.46803,-99.58612,1473.0,TX,Munday,no,36418,244334,3200.0,50.0,ASP,1,0,17,,35,
18659,K37K,small_airport,Higgs Airport,33.92601,-97.296295,690.0,OK,Burneyville,no,36419,240548,4400.0,75.0,ASP,0,0,18,,36,
18660,K37T,small_airport,Calico Rock Izard County Airport,36.1645,-92.1445,733.0,AR,Calico Rock,no,36420,245018,3000.0,60.0,ASP,1,0,15,,33,
18661,K37V,small_airport,Arapahoe Municipal Airport,40.341576,-99.90784,2270.0,NE,Arapahoe,no,36421,242871,3000.0,50.0,ASP,1,0,15,,33,
18662,K38D,small_airport,Salem Airpark Inc Airport,40.9481,-80.8621,1162.0,OH,Salem,no,36422,242656,3404.0,50.0,ASP,1,0,10L,,28R,258.0
18662,K38D,small_airport,Salem Airpark Inc Airport,40.9481,-80.8621,1162.0,OH,Salem,no,36422,242655,2593.0,85.0,GRE,0,0,10R,,28L,
18663,K38J,small_airport,Hemingway Stuckey Airport,33.7286,-79.516,54.0,SC,Hemingway,no,36423,239681,3386.0,50.0,ASP,0,0,11,,29,
18664,K38S,small_airport,Deer Lodge City County Airport,46.3882,-112.766,4693.0,MT,Deer Lodge,no,36424,240006,4400.0,75.0,ASP,1,0,12,,30,
18665,K38U,small_airport,Wayne Wonderland Airport,38.3625,-111.596,7023.0,UT,Loa,no,36425,241714,5900.0,75.0,ASP,1,0,13,,31,
18666,K39N,small_airport,Princeton Airport,40.3992,-74.6589,128.0,NJ,Princeton/Rocky Hill,no,36426,244816,3500.0,75.0,ASP,1,0,10,,28,370.0
18668,K3A2,small_airport,New Tazewell Municipal Airport,36.40892,-83.557076,1179.0,TN,Tazewell,no,36427,243892,3000.0,75.0,ASP,1,0,07,,25,
18669,K3A4,small_airport,Greensboro Executive Airport,35.942,-79.685524,737.0,NC,Climax,no,36428,241897,3063.0,30.0,ASPH-G,1,0,17,,35,
18670,K3A7,small_airport,Eutaw Municipal Airport,32.819523,-87.86476,170.0,AL,Eutaw,no,36429,240229,3600.0,80.0,ASP,1,0,16,,34,
310044,K3AK,small_airport,Dry Bay Airport,59.164433,-138.4894,43.0,AK,Yakutat,no,36430,346977,3600.0,170.0,GVL,0,0,5,,23,
18671,K3AU,small_airport,Augusta Municipal Airport,37.6716,-97.0779,1328.0,KS,Augusta,no,36431,243922,4199.0,60.0,ASP,1,0,18,,36,
18672,K3B0,small_airport,Southbridge Municipal Airport,42.1009,-72.0384,699.0,MA,Southbridge,no,36432,241699,3500.0,75.0,ASP,1,0,02,,20,
18672,K3B0,small_airport,Southbridge Municipal Airport,42.1009,-72.0384,699.0,MA,Southbridge,no,36432,241700,1450.0,100.0,GRS,0,0,10,,28,
18673,K3B1,small_airport,Greenville Municipal Airport,45.463,-69.5516,1401.0,ME,Greenville,no,36433,241940,3000.0,75.0,ASP,0,0,03,,21,
18673,K3B1,small_airport,Greenville Municipal Airport,45.463,-69.5516,1401.0,ME,Greenville,no,36433,241941,3999.0,75.0,ASPH-G,1,0,14,,32,
18675,K3B4,small_airport,Seacoast Airfield,43.14316,-70.77357,130.0,ME,Eliot,no,36434,240130,2701.0,50.0,ASP,1,0,12,,30,86.0
18676,K3B5,small_airport,Twitchell Airport,44.1889,-70.2329,356.0,ME,Turner,no,36435,240120,2151.0,100.0,GRS,0,0,11,,29,
18676,K3B5,small_airport,Twitchell Airport,44.1889,-70.2329,356.0,ME,Turner,no,36435,240121,2104.0,50.0,ASP,0,0,12,,30,
18677,K3BS,small_airport,Jack Barstow Airport,43.663055,-84.258606,635.0,MI,Midland,no,36436,240491,3800.0,75.0,ASP,1,0,06,,24,
18677,K3BS,small_airport,Jack Barstow Airport,43.663055,-84.258606,635.0,MI,Midland,no,36436,240492,3000.0,75.0,ASP,1,0,18,,36,
18678,K3C8,small_airport,Calverton Executive Airpark,40.9151,-72.7919,75.0,NY,Calverton,no,36437,243082,7001.0,200.0,PEM,0,1,05,,23,
18678,K3C8,small_airport,Calverton Executive Airpark,40.9151,-72.7919,75.0,NY,Calverton,no,36437,243083,10001.0,200.0,PEM,0,0,14,,32,
18679,K3CK,small_airport,Lake in the Hills Airport,42.2068,-88.323,888.0,IL,Chicago/Lake in the Hills,no,36438,241056,3058.0,50.0,ASP,1,0,08,,26,
18680,K3CM,small_airport,James Clements Municipal Airport,43.5469,-83.8955,585.0,MI,Bay City,no,36439,242497,2619.0,75.0,ASP,1,0,05,225.0,23,158.0
18680,K3CM,small_airport,James Clements Municipal Airport,43.5469,-83.8955,585.0,MI,Bay City,no,36439,242498,3800.0,75.0,ASP,1,0,18,,36,
18681,K3CU,small_airport,Cable Union Airport,46.1942,-91.2464,1360.0,WI,Cable,no,36440,244079,2840.0,200.0,GRS,0,0,08,,26,500.0
18681,K3CU,small_airport,Cable Union Airport,46.1942,-91.2464,1360.0,WI,Cable,no,36440,244080,3709.0,75.0,ASP,1,0,16,,34,
18682,K3DW,small_airport,Downtown Airport,37.222706,-93.248344,1374.0,MO,Springfield,no,36441,244513,4035.0,50.0,ASP,1,0,11,,29,
18683,K3E0,small_airport,Miami Roberts County Airport,35.7139,-100.603,2720.0,TX,Miami,no,36442,242433,4060.0,50.0,ASP,1,0,02,,20,390.0
18684,K3F2,small_airport,Cisco Municipal Airport,32.41504,-98.99694,1612.0,TX,Cisco,no,36443,240367,3700.0,60.0,ASP,1,0,17,,35,
18685,K3F3,small_airport,C E 'Rusty' Williams Airport,32.0735,-93.7655,324.0,LA,Mansfield,no,36444,242255,5070.0,150.0,ASP,0,1,04,,22,
18685,K3F3,small_airport,C E 'Rusty' Williams Airport,32.0735,-93.7655,324.0,LA,Mansfield,no,36444,242256,4500.0,100.0,ASP,1,0,18,,36,
18686,K3F4,small_airport,Vivian Airport,32.8613,-94.0102,260.0,LA,Vivian,no,36445,240094,2998.0,75.0,ASP,1,0,09,,27,
18687,K3F6,small_airport,Dan E Richards Municipal Airport,34.0276,-100.282,1860.0,TX,Paducah,no,36446,244358,3186.0,50.0,ASP,1,0,17,,35,
18688,K3F7,small_airport,Jones Memorial Airport,35.8069,-96.4219,851.0,OK,Bristow,no,36447,245766,3400.0,45.0,ASP,1,0,17,,35,
18689,K3F9,small_airport,Mineola Wisener Field,32.6767,-95.5108,429.0,TX,Mineola,no,36448,244885,3203.0,40.0,ASPH-G,1,0,18,,36,
18691,K3FU,small_airport,Faulkton Municipal Airport,45.030342,-99.112595,1569.0,SD,Faulkton,no,36449,244102,3000.0,60.0,ASP,1,0,13,225.0,31,
18692,K3G1,small_airport,Erie County Airport,42.044243,-79.85389,1450.0,PA,Wattsburg,no,36450,243560,3030.0,60.0,ASPH-G,0,0,10,,28,
18693,K3G2,small_airport,Grygla Municipal Airport - Mel Wilkens Field,48.29338,-95.626144,1177.0,MN,Grygla,no,36451,240001,3437.0,92.0,GRE,1,0,17,,35,
18694,K3G3,small_airport,Wadsworth Municipal Airport,41.0031,-81.7565,974.0,OH,Wadsworth,no,36452,241519,3529.0,75.0,ASP,1,0,02,137.0,20,
18694,K3G3,small_airport,Wadsworth Municipal Airport,41.0031,-81.7565,974.0,OH,Wadsworth,no,36452,241520,2155.0,40.0,ASP,0,0,10,,28,237.0
18695,K3G4,small_airport,Ashland County Airport,40.903,-82.2556,1206.0,OH,Ashland,no,36453,243699,3502.0,75.0,ASP,1,0,01,,19,
18696,K3G5,small_airport,Dawson Army Air Field,39.4437,-79.67523,1265.0,WV,Camp Dawson (Kingwood),no,36454,241257,4500.0,50.0,ASP,1,0,05,650.0,23,350.0
18697,K3G6,small_airport,Tri City Airport,40.906,-81.0,1188.0,OH,Sebring,no,36455,240490,2768.0,45.0,ASP,1,0,17,,35,
18699,K3GM,small_airport,Grand Haven Memorial Airpark,43.034,-86.1982,604.0,MI,Grand Haven,no,36456,242626,3750.0,75.0,ASP,1,0,09,,27,
18699,K3GM,small_airport,Grand Haven Memorial Airpark,43.034,-86.1982,604.0,MI,Grand Haven,no,36456,242627,2060.0,60.0,ASP,1,0,18,,36,
18700,K3GV,small_airport,East Kansas City Airport,39.01515,-94.215256,835.0,MO,Grain Valley,no,36457,242316,2200.0,20.0,ASP,0,0,05,,23,
18700,K3GV,small_airport,East Kansas City Airport,39.01515,-94.215256,835.0,MO,Grain Valley,no,36457,242317,4501.0,44.0,ASP,1,0,09,300.0,27,
18701,K3H4,small_airport,Hillsboro Municipal Airport,47.3594,-97.0604,905.0,ND,Hillsboro,no,36458,240790,3300.0,60.0,ASP,1,0,16,,34,
18702,K3HO,small_airport,Hobart Sky Ranch Airport,41.5542,-87.2625,644.0,IN,Hobart,no,36459,245177,3125.0,40.0,ASP,1,0,18,502.0,36,320.0
18703,K3I2,small_airport,Mason County Airport,38.9146,-82.0986,643.0,WV,Point Pleasant,no,36460,239642,4000.0,75.0,ASP,1,0,07,,25,
18704,K3I3,small_airport,Sky King Airport,39.547222,-87.378624,496.0,IN,Terre Haute,no,36461,244222,3557.0,50.0,ASP,1,0,08,,26,812.0
18704,K3I3,small_airport,Sky King Airport,39.547222,-87.378624,496.0,IN,Terre Haute,no,36461,244223,1978.0,50.0,ASP,1,0,18,50.0,36,289.0
18705,K3I4,small_airport,Richwood Municipal Airport,38.25835,-80.65078,2486.0,WV,Richwood,no,36462,242507,3360.0,60.0,ASP,0,0,10,,28,
18706,K3I7,small_airport,Dayton-Phillipsburg Airport,39.913303,-84.4004,1031.0,OH,Phillipsburg,no,36463,240513,3000.0,40.0,ASP,1,0,03,130.0,21,
18707,K3J0,small_airport,Hampton County Airport,32.8665,-81.081,113.0,SC,Hampton,no,36464,241602,3580.0,60.0,ASP,0,0,11,,29,
18708,K3J1,small_airport,Ridgeland-Claude Dean Airport,32.4927,-80.9923,79.0,SC,Ridgeland,no,36465,243715,4200.0,7075.0,ASPH-F,1,0,36,,18,
18709,K3J7,small_airport,Greene County Regional Airport,33.598007,-83.13816,677.0,GA,Greensboro,no,36466,243138,5500.0,75.0,ASP,1,0,07,,25,
18710,K3JC,small_airport,Freeman Field,39.044453,-96.84457,1101.0,KS,Junction City,no,36467,243291,1927.0,200.0,GRS,0,0,05,,23,
18710,K3JC,small_airport,Freeman Field,39.044453,-96.84457,1101.0,KS,Junction City,no,36467,243292,1915.0,140.0,GRS,0,0,13,,31,
18710,K3JC,small_airport,Freeman Field,39.044453,-96.84457,1101.0,KS,Junction City,no,36467,243293,3495.0,75.0,ASP,1,0,18,,36,
18711,K3K3,small_airport,Syracuse Hamilton County Municipal Airport,37.997112,-101.748215,3322.0,KS,Syracuse,no,36468,242714,3000.0,40.0,ASPH-G,1,0,13,,31,355.0
18711,K3K3,small_airport,Syracuse Hamilton County Municipal Airport,37.997112,-101.748215,3322.0,KS,Syracuse,no,36468,242713,4600.0,75.0,CONC-G,1,0,18,,36,
18712,K3K6,small_airport,St Louis Metro-East Airport/Shafer Field,38.7329,-89.8066,477.0,IL,St Jacob,no,36469,239980,2662.0,50.0,ASP,1,0,13,127.0,31,
18713,K3K7,small_airport,Mark Hoard Memorial Airport,38.457,-101.353,3303.0,KS,Leoti,no,36470,240949,2163.0,40.0,ASP,1,0,08,,26,
